EmployeeID,Age,Gender,Department,Tenure,Location,SelfRatedHealth,ChronicConditions,SickDaysPastYear,StressLevel,Employee_Feedback,CurrentWorkAbility,WorkAbilityPhysical,WorkAbilityMental,Calculated_ABI_Score,Sentiment_Score,At_Risk
EMP04004,54,Female,Sales,1,Remote,5,No,5,2.0,Great work-life balance.,8,4,2,36,0.8,1
EMP04005,33,male,Operations,12,New York,3,No,3,4.0,Great work-life balance.,6,5,4,39,0.8,0
EMP04006,32,Female,Marketing,22,New York,4,No,2,4.0,I feel energized at work.,10,3,3,39,0.0,0
EMP04007,26,Male,Finance,13,Tokyo,1,No,2,1.0,Love the culture here.,4,2,2,22,0.5,1
EMP04008,48,Female,Operations,10,Berlin,3,No,3,8.0,Extremely stressed and burnt out.,4,2,2,22,-0.125,1
EMP04009,33,Male,Sales,17,Berlin,2,No,5,8.0,Extremely stressed and burnt out.,9,2,2,32,-0.125,1
EMP04010,38,Male,Operations,11,Berlin,4,Yes,1,8.0,I need a long break.,9,4,5,44,-0.05,0
EMP04011,27,Male,Operations,5,London,4,Yes,4,5.0,Work is okay.,10,3,4,41,0.5,0
EMP04012,54,F,Marketing,9,Remote,3,Yes,5,2.0,Management is very supportive.,4,3,4,29,0.65,1
EMP04013,26,Female,Finance,13,London,3,Yes,3,4.0,Great work-life balance.,8,2,3,32,0.8,1
EMP04014,49,Female,HR,20,Remote,4,No,5,1.0,Love the culture here.,10,1,4,35,0.5,1
EMP04015,35,Male,Operations,23,Remote,4,No,2,1.0,Management is very supportive.,5,3,3,29,0.65,1
EMP04016,26,Male,HR,11,Remote,4,No,5,3.0,Excellent benefits.,7,3,3,33,1.0,1
EMP04017,54,female,IT,23,Tokyo,5,No,5,9.0,Management expects too much.,2,5,2,27,0.2,1
EMP04018,62,Female,Operations,4,Berlin,4,No,6,3.0,Great work-life balance.,10,2,3,36,0.8,1
EMP04019,40,male,HR,21,London,3,No,5,3.0,Excellent benefits.,4,1,3,21,1.0,1
EMP04020,43,Male,IT,11,London,3,No,3,9.0,I am exhausted every day.,3,5,3,31,-0.4,1
EMP04021,26,Male,Marketing,9,Tokyo,3,No,3,3.0,Management is very supportive.,10,1,4,35,0.65,1
EMP04022,23,F,Finance,7,Remote,4,No,1,9.0,I am exhausted every day.,6,1,5,29,-0.4,1
EMP04023,51,Female,Operations,16,Berlin,3,No,8,1.0,Great work-life balance.,7,1,4,29,0.8,1
EMP04024,60,Male,Finance,23,New York,4,Yes,2,8.0,Management expects too much.,8,4,2,36,0.2,1
EMP04025,25,Male,IT,23,New York,1,No,8,10.0,I am exhausted every day.,3,3,2,23,-0.4,1
EMP04026,54,M,Finance,5,Tokyo,5,No,5,8.0,Management expects too much.,10,3,2,37,0.2,0
EMP04027,34,Female,Finance,6,Berlin,4,Yes,0,3.0,Management is very supportive.,9,5,2,41,0.65,0
EMP04028,41,Female,Sales,19,New York,3,No,4,6.0,Average experience.,4,1,4,23,-0.15,1
EMP04029,28,Male,IT,1,New York,3,Yes,0,8.0,I need a long break.,2,1,2,15,-0.05,1
EMP04030,36,Male,Finance,16,London,2,No,0,7.0,It pays the bills.,7,3,5,37,0.0,0
EMP04031,44,Other,HR,18,Berlin,4,No,6,8.0,Extremely stressed and burnt out.,7,1,4,29,-0.125,1
EMP04032,35,Male,IT,24,New York,4,No,5,7.0,Nothing special to report.,6,1,1,21,0.35714285714285715,1
EMP04033,44,Female,Sales,13,London,4,No,3,3.0,I feel energized at work.,4,1,2,19,0.0,1
EMP04034,40,M,Operations,1,Berlin,2,No,6,5.0,Standard corporate environment.,5,2,3,26,0.0,1
EMP04035,50,Male,Marketing,10,Remote,3,No,4,3.0,Love the culture here.,5,2,5,30,0.5,1
EMP04036,41,Female,Finance,7,Berlin,3,No,5,9.0,Extremely stressed and burnt out.,8,2,5,36,-0.125,1
EMP04037,50,Female,HR,5,Tokyo,3,No,4,9.0,Management expects too much.,6,5,5,41,0.2,0
EMP04038,45,Female,Sales,13,London,3,No,5,6.0,Average experience.,4,1,3,21,-0.15,1
EMP04039,39,Female,IT,22,Remote,3,No,6,6.0,Nothing special to report.,5,2,2,24,0.35714285714285715,1
EMP04040,31,Male,Marketing,16,London,3,No,5,1.0,I feel energized at work.,10,2,4,38,0.0,0
EMP04041,62,Female,Marketing,24,London,4,No,5,4.0,Management is very supportive.,10,4,5,46,0.65,0
EMP04042,29,Female,Finance,20,New York,4,No,6,8.0,I need a long break.,10,5,5,49,-0.05,0
EMP04043,47,Female,Sales,22,Berlin,3,No,5,3.0,Excellent benefits.,7,2,5,34,1.0,1
EMP04044,50,Male,Sales,14,London,4,No,6,4.0,Management is very supportive.,9,2,3,34,0.65,1
EMP04045,31,Female,HR,11,London,2,Yes,4,6.0,It pays the bills.,5,2,2,24,0.0,1
EMP04046,38,female,Operations,19,Tokyo,3,No,5,9.0,I am exhausted every day.,5,4,4,34,-0.4,1
EMP04047,23,Female,Operations,23,Tokyo,5,No,6,4.0,Excellent benefits.,9,4,3,40,1.0,0
EMP04048,27,Female,Operations,2,Tokyo,1,No,3,3.0,I feel energized at work.,7,5,2,37,0.0,0
EMP04049,26,Female,Marketing,8,London,3,No,2,9.0,Management expects too much.,4,1,5,25,0.2,1
EMP04050,49,F,Marketing,13,Remote,2,No,5,7.0,Standard corporate environment.,7,1,2,25,0.0,1
EMP04051,62,male,IT,7,Berlin,3,Yes,2,6.0,It pays the bills.,6,5,2,35,0.0,1
EMP04052,26,Male,Marketing,12,London,4,Yes,4,6.0,Average experience.,10,1,4,35,-0.15,1
EMP04053,39,Female,Marketing,8,New York,2,Yes,5,4.0,Management is very supportive.,4,3,5,31,0.65,1
EMP04054,47,Male,Sales,16,Remote,2,No,4,5.0,Average experience.,7,1,3,27,-0.15,1
EMP04055,41,Female,IT,18,Remote,4,Yes,3,7.0,Average experience.,4,4,2,28,-0.15,1
EMP04056,62,Male,Sales,19,Berlin,3,Yes,3,2.0,Management is very supportive.,5,4,3,32,0.65,1
EMP04057,48,M,HR,4,Remote,3,Yes,6,3.0,Management is very supportive.,5,2,2,24,0.65,1
EMP04058,33,Male,HR,12,Berlin,5,No,5,5.0,Average experience.,10,4,3,42,-0.15,0
EMP04059,28,Female,IT,16,Remote,3,No,4,10.0,Management expects too much.,3,3,2,23,0.2,1
EMP04060,24,Female,IT,21,Berlin,4,No,4,8.0,I need a long break.,2,3,1,19,-0.05,1
EMP04061,31,Male,Marketing,22,Tokyo,5,No,1,3.0,I feel energized at work.,7,3,3,33,0.0,1
EMP04062,55,male,HR,17,Tokyo,3,Yes,11,9.0,I need a long break.,8,2,4,34,-0.05,1
EMP04063,46,M,Finance,4,Remote,3,No,5,4.0,Excellent benefits.,5,1,4,25,1.0,1
EMP04064,56,Female,Operations,20,Remote,3,Yes,5,4.0,I feel energized at work.,4,2,3,24,0.0,1
EMP04065,37,Female,Marketing,24,Berlin,4,No,4,1.0,I feel energized at work.,9,4,5,44,0.0,0
EMP04066,23,Male,Operations,24,Berlin,3,Yes,4,7.0,It pays the bills.,6,3,4,33,0.0,1
EMP04067,45,Female,HR,22,London,4,Yes,6,9.0,Extremely stressed and burnt out.,6,2,5,32,-0.125,1
EMP04068,31,Male,Operations,24,Tokyo,5,No,6,8.0,Terrible work-life balance.,7,2,5,34,-1.0,1
EMP04069,59,Female,Finance,9,London,4,No,2,2.0,Great work-life balance.,5,3,2,27,0.8,1
EMP04070,43,M,Finance,5,London,5,Yes,5,6.0,Average experience.,8,5,2,39,-0.15,0
EMP04071,47,Male,Sales,17,New York,4,No,6,5.0,It pays the bills.,10,3,4,41,0.0,0
EMP04072,64,F,IT,17,Berlin,5,No,2,8.0,Average experience.,2,5,2,27,-0.15,1
EMP04073,60,Male,Operations,2,New York,2,No,2,9.0,Terrible work-life balance.,4,3,4,29,-1.0,1
EMP04074,48,male,Finance,2,New York,4,No,2,9.0,I am exhausted every day.,10,1,5,37,-0.4,0
EMP04075,50,Male,IT,21,London,4,No,2,10.0,I need a long break.,4,5,3,33,-0.05,1
EMP04076,59,Female,IT,23,New York,3,No,5,8.0,Terrible work-life balance.,6,5,3,37,-1.0,0
EMP04077,41,Male,Sales,7,Berlin,2,No,8,7.0,Average experience.,5,2,4,28,-0.15,1
EMP04078,48,M,IT,4,London,4,Yes,4,10.0,I am exhausted every day.,6,5,2,35,-0.4,1
EMP04079,62,Female,IT,13,Berlin,2,No,6,6.0,Standard corporate environment.,7,4,2,34,0.0,1
EMP04080,41,Male,Marketing,20,Remote,3,No,5,5.0,Average experience.,8,2,4,34,-0.15,1
EMP04081,40,Female,HR,11,New York,3,No,5,2.0,Love the culture here.,5,2,3,26,0.5,1
EMP04082,41,Female,Sales,3,London,5,No,5,1.0,Management is very supportive.,6,1,3,25,0.65,1
EMP04083,56,Female,Sales,2,Tokyo,3,No,8,5.0,Standard corporate environment.,9,2,5,38,0.0,0
EMP04084,23,F,Operations,16,Berlin,4,No,2,8.0,Extremely stressed and burnt out.,5,2,3,26,-0.125,1
EMP04085,51,Female,IT,3,New York,2,No,4,7.0,It pays the bills.,6,4,2,32,0.0,1
EMP04086,55,Male,Operations,24,Berlin,3,No,6,4.0,Great work-life balance.,4,2,2,22,0.8,1
EMP04087,43,Male,Marketing,15,Berlin,3,No,6,4.0,Love the culture here.,5,5,5,39,0.5,0
EMP04088,24,Female,Finance,17,Remote,4,Yes,3,4.0,Management is very supportive.,9,1,5,35,0.65,1
EMP04089,27,Female,IT,16,Berlin,4,No,1,10.0,I need a long break.,3,4,2,26,-0.05,1
EMP04090,36,Male,Finance,20,Remote,4,Yes,6,7.0,It pays the bills.,7,3,4,35,0.0,1
EMP04091,48,Male,HR,7,Remote,4,No,7,1.0,Excellent benefits.,9,3,3,37,1.0,0
EMP04092,31,Female,Marketing,16,Remote,3,No,4,6.0,Nothing special to report.,5,3,2,27,0.35714285714285715,1
EMP04093,30,Other,IT,5,New York,4,No,2,9.0,I need a long break.,2,4,1,22,-0.05,1
EMP04094,54,Male,Operations,2,Berlin,3,No,5,2.0,Management is very supportive.,8,3,5,39,0.65,0
EMP04095,53,Female,Operations,1,Berlin,2,No,2,5.0,Nothing special to report.,5,5,5,39,0.35714285714285715,0
EMP04096,27,Female,IT,22,Remote,4,No,2,9.0,Terrible work-life balance.,7,3,2,31,-1.0,1
EMP04097,62,Female,Operations,13,Berlin,4,No,4,7.0,Average experience.,7,3,3,33,-0.15,1
EMP04098,57,Male,IT,16,Berlin,3,No,2,6.0,Average experience.,2,1,3,17,-0.15,1
EMP04099,23,Female,Sales,5,Remote,5,No,5,1.0,Love the culture here.,9,3,3,37,0.5,0
EMP04100,50,F,Operations,3,Tokyo,4,No,5,5.0,Work is okay.,8,3,5,39,0.5,0
EMP04101,25,Male,IT,15,Tokyo,3,No,3,7.0,Standard corporate environment.,7,2,1,26,0.0,1
EMP04102,22,Female,IT,16,Remote,3,Yes,7,8.0,Standard corporate environment.,4,5,1,29,0.0,1
EMP04103,40,Male,Operations,11,New York,5,No,4,3.0,Excellent benefits.,6,4,4,36,1.0,1
EMP04104,47,Male,Sales,19,Berlin,4,No,4,1.0,Love the culture here.,4,1,3,21,0.5,1
EMP04105,46,Female,Operations,18,Berlin,3,Yes,4,6.0,Average experience.,9,4,3,40,-0.15,0
EMP04106,31,Female,IT,21,Tokyo,4,No,5,10.0,I need a long break.,7,3,2,31,-0.05,1
EMP04107,36,Male,Sales,9,Remote,3,No,5,1.0,I feel energized at work.,9,2,4,36,0.0,1
EMP04108,43,Female,Finance,8,New York,3,No,3,7.0,Standard corporate environment.,7,3,2,31,0.0,1
EMP04109,42,Female,HR,22,Remote,4,No,6,9.0,Management expects too much.,6,3,2,29,0.2,1
EMP04110,43,Female,Operations,19,Tokyo,3,No,3,7.0,It pays the bills.,7,1,2,25,0.0,1
EMP04111,57,Female,Marketing,22,Tokyo,4,No,5,9.0,I need a long break.,4,1,5,25,-0.05,1
EMP04112,55,Male,IT,5,Berlin,5,No,4,7.0,It pays the bills.,7,4,3,36,0.0,1
EMP04113,51,female,Sales,17,London,5,Yes,2,9.0,Management expects too much.,8,3,2,33,0.2,1
EMP04114,46,Female,Sales,5,New York,4,Yes,3,2.0,I feel energized at work.,7,4,4,38,0.0,0
EMP04115,49,Female,Finance,14,New York,5,Yes,7,8.0,Terrible work-life balance.,10,3,2,37,-1.0,0
EMP04116,22,M,Operations,7,London,4,No,8,7.0,Standard corporate environment.,8,1,3,29,0.0,1
EMP04117,25,Male,Marketing,9,Tokyo,3,No,7,7.0,It pays the bills.,5,2,4,28,0.0,1
EMP04118,28,Male,Sales,17,Remote,5,No,2,2.0,Excellent benefits.,8,4,3,38,1.0,0
EMP04119,30,Female,Finance,3,New York,2,No,8,1.0,I feel energized at work.,7,4,3,36,0.0,1
EMP04120,57,Female,IT,8,London,3,Yes,6,9.0,I need a long break.,4,5,2,31,-0.05,1
EMP04121,40,F,Finance,22,Berlin,4,Yes,3,7.0,Standard corporate environment.,5,5,5,39,0.0,0
EMP04122,22,Other,Operations,13,Berlin,3,No,3,6.0,Nothing special to report.,7,2,5,34,0.35714285714285715,1
EMP04123,31,Male,Finance,16,Tokyo,3,Yes,4,2.0,Great work-life balance.,7,5,5,43,0.8,0
EMP04124,57,Female,Sales,21,New York,4,Yes,4,7.0,Work is okay.,7,2,5,34,0.5,1
EMP04125,30,Female,Sales,10,Remote,2,No,1,9.0,I am exhausted every day.,4,3,3,27,-0.4,1
EMP04126,63,Male,HR,18,New York,5,No,3,2.0,I feel energized at work.,10,5,2,43,0.0,0
EMP04127,53,Female,Finance,3,Berlin,3,Yes,3,5.0,Average experience.,9,5,4,45,-0.15,0
EMP04128,53,Female,IT,12,New York,5,No,2,8.0,I am exhausted every day.,3,4,2,26,-0.4,1
EMP04129,27,Female,Marketing,16,Berlin,3,No,5,2.0,I feel energized at work.,6,2,3,28,0.0,1
EMP04130,59,Male,Marketing,18,London,4,Yes,3,1.0,Love the culture here.,5,4,4,34,0.5,1
EMP04131,38,Male,Operations,17,London,3,No,6,7.0,It pays the bills.,10,5,5,49,0.0,0
EMP04132,31,Male,HR,7,Berlin,4,No,3,2.0,Great work-life balance.,10,3,5,43,0.8,0
EMP04133,48,M,Finance,19,Remote,2,Yes,3,6.0,Nothing special to report.,7,1,5,31,0.35714285714285715,1
EMP04134,56,Male,IT,23,Remote,3,No,3,6.0,Work is okay.,4,2,2,22,0.5,1
EMP04135,42,M,HR,23,New York,2,No,2,9.0,I need a long break.,6,2,5,32,-0.05,1
EMP04136,46,Female,Sales,8,Berlin,3,No,4,6.0,Standard corporate environment.,10,3,5,43,0.0,0
EMP04137,49,Female,Operations,17,Tokyo,5,No,1,2.0,Management is very supportive.,5,3,2,27,0.65,1
EMP04138,36,Female,Finance,21,Remote,1,No,7,1.0,Excellent benefits.,8,2,3,32,1.0,1
EMP04139,25,Female,Marketing,7,Remote,4,Yes,4,1.0,I feel energized at work.,6,2,3,28,0.0,1
EMP04140,50,Female,IT,1,London,4,No,5,7.0,Nothing special to report.,2,3,2,21,0.35714285714285715,1
EMP04141,30,Female,Sales,8,Remote,3,No,9,9.0,Extremely stressed and burnt out.,9,3,3,37,-0.125,1
EMP04142,48,Female,HR,19,Remote,3,Yes,2,2.0,Excellent benefits.,8,3,2,33,1.0,1
EMP04143,47,Female,Operations,20,Remote,3,No,5,5.0,It pays the bills.,8,5,4,43,0.0,0
EMP04144,40,Female,HR,20,Berlin,3,Yes,5,4.0,Management is very supportive.,4,2,5,28,0.65,1
EMP04145,49,Male,Marketing,10,Berlin,2,No,4,9.0,Terrible work-life balance.,4,2,2,22,-1.0,1
EMP04146,38,Female,HR,12,London,3,No,3,8.0,Terrible work-life balance.,5,3,5,33,-1.0,1
EMP04147,64,female,IT,24,New York,3,No,4,7.0,It pays the bills.,4,4,3,30,0.0,1
EMP04148,62,Male,Sales,1,Remote,4,No,6,5.0,It pays the bills.,8,1,3,29,0.0,1
EMP04149,63,Male,Finance,24,New York,4,No,4,7.0,It pays the bills.,5,2,4,28,0.0,1
EMP04150,41,Male,IT,21,Berlin,4,No,5,6.0,Work is okay.,6,5,2,35,0.5,1
EMP04151,61,Female,Marketing,4,Remote,3,No,3,6.0,It pays the bills.,9,1,2,29,0.0,1
EMP04152,60,Male,Operations,4,New York,3,Yes,3,7.0,Average experience.,7,4,2,34,-0.15,1
EMP04153,44,Female,Marketing,9,New York,3,No,3,5.0,It pays the bills.,8,5,3,41,0.0,0
EMP04154,53,Male,Marketing,15,Tokyo,3,Yes,5,5.0,Nothing special to report.,10,3,3,39,0.35714285714285715,0
EMP04155,54,Male,HR,24,Berlin,3,No,7,8.0,Terrible work-life balance.,7,4,5,40,-1.0,0
EMP04156,26,Female,Operations,15,London,5,No,2,1.0,Management is very supportive.,8,3,4,37,0.65,0
EMP04157,64,Male,IT,7,London,3,Yes,7,9.0,Management expects too much.,5,5,3,35,0.2,1
EMP04158,55,female,Marketing,12,Tokyo,3,No,3,6.0,Nothing special to report.,7,5,2,37,0.35714285714285715,0
EMP04159,61,Male,IT,3,New York,4,No,4,9.0,Extremely stressed and burnt out.,7,3,2,31,-0.125,1
EMP04160,32,Female,Finance,20,Tokyo,4,No,5,5.0,It pays the bills.,8,1,2,27,0.0,1
EMP04161,24,Male,HR,9,Tokyo,3,No,6,2.0,I feel energized at work.,6,2,4,30,0.0,1
EMP04162,54,Male,IT,14,Berlin,3,Yes,4,6.0,Nothing special to report.,5,2,3,26,0.35714285714285715,1
EMP04163,32,Other,Operations,13,Remote,4,Yes,1,7.0,Work is okay.,5,5,4,37,0.5,0
EMP04164,37,F,Marketing,24,New York,2,No,2,1.0,Excellent benefits.,7,4,2,34,1.0,1
EMP04165,39,Male,Finance,12,London,4,No,3,2.0,Management is very supportive.,6,3,2,29,0.65,1
EMP04166,51,Female,Operations,1,London,4,No,3,8.0,I need a long break.,9,4,2,38,-0.05,0
EMP04167,31,Female,HR,19,Tokyo,5,Yes,1,1.0,I feel energized at work.,6,3,2,29,0.0,1
EMP04168,39,Male,Finance,16,Tokyo,1,No,5,2.0,Excellent benefits.,9,4,4,42,1.0,0
EMP04169,59,Male,Finance,12,Tokyo,3,No,6,5.0,Standard corporate environment.,6,3,5,35,0.0,1
EMP04170,40,male,Finance,10,New York,3,No,4,6.0,Standard corporate environment.,5,5,2,33,0.0,1
EMP04171,57,female,Marketing,2,Tokyo,3,No,1,1.0,Excellent benefits.,9,1,3,31,1.0,1
EMP04172,34,Other,Sales,18,Tokyo,4,Yes,2,1.0,I feel energized at work.,9,2,2,32,0.0,1
EMP04173,24,Female,Finance,13,Remote,5,No,1,2.0,Management is very supportive.,10,4,3,42,0.65,0
EMP04174,31,Female,Operations,24,New York,3,No,4,3.0,I feel energized at work.,4,2,4,26,0.0,1
EMP04175,59,Male,Operations,6,Berlin,3,No,2,9.0,Management expects too much.,8,4,3,38,0.2,0
EMP04176,22,Male,HR,12,Berlin,3,No,8,3.0,Management is very supportive.,9,5,2,41,0.65,0
EMP04177,48,Male,IT,22,Remote,2,No,3,7.0,Standard corporate environment.,2,5,2,27,0.0,1
EMP04178,29,Female,IT,4,London,3,Yes,3,10.0,I am exhausted every day.,3,4,2,26,-0.4,1
EMP04179,63,Female,Sales,1,Berlin,3,No,4,9.0,Management expects too much.,10,4,5,46,0.2,0
EMP04180,38,M,Marketing,11,New York,4,Yes,3,8.0,Terrible work-life balance.,8,4,5,42,-1.0,0
EMP04181,30,male,Marketing,23,London,3,No,1,3.0,Excellent benefits.,7,5,4,41,1.0,0
EMP04182,27,F,Finance,8,Tokyo,3,Yes,7,7.0,Work is okay.,8,1,5,33,0.5,1
EMP04183,64,Other,Sales,2,New York,3,No,2,4.0,I feel energized at work.,7,1,2,25,0.0,1
EMP04184,46,Male,HR,2,London,3,No,5,5.0,Average experience.,6,4,5,38,-0.15,0
EMP04185,60,Female,HR,16,Berlin,2,Yes,2,7.0,Average experience.,9,3,4,39,-0.15,0
EMP04186,49,Female,IT,1,Tokyo,4,No,9,8.0,Management expects too much.,6,1,2,23,0.2,1
EMP04187,54,Male,HR,4,Tokyo,5,No,6,7.0,It pays the bills.,4,5,5,37,0.0,0
EMP04188,58,Other,Finance,6,New York,2,Yes,5,6.0,Average experience.,6,5,3,37,-0.15,0
EMP04189,30,F,Operations,21,Tokyo,4,Yes,5,6.0,Work is okay.,6,5,3,37,0.5,0
EMP04190,39,Male,HR,20,London,3,No,3,3.0,Love the culture here.,4,2,3,24,0.5,1
EMP04191,42,Male,Sales,14,Remote,3,Yes,3,4.0,Great work-life balance.,8,2,2,30,0.8,1
EMP04192,23,Female,Finance,20,Berlin,4,No,1,4.0,I feel energized at work.,4,5,3,33,0.0,1
EMP04193,64,Female,HR,15,New York,3,No,3,6.0,Standard corporate environment.,6,1,5,29,0.0,1
EMP04194,59,male,Marketing,7,Remote,1,No,3,9.0,Terrible work-life balance.,10,2,3,36,-1.0,1
EMP04195,61,Male,HR,7,Remote,3,No,3,5.0,It pays the bills.,6,3,4,33,0.0,1
EMP04196,57,Male,Marketing,18,New York,2,No,1,8.0,Management expects too much.,10,4,2,40,0.2,0
EMP04197,64,Male,Finance,23,London,1,No,3,5.0,Standard corporate environment.,5,2,3,26,0.0,1
EMP04198,58,Male,HR,2,Berlin,3,No,2,6.0,Standard corporate environment.,7,2,2,28,0.0,1
EMP04199,36,Male,Marketing,20,New York,3,No,5,6.0,Work is okay.,9,1,5,35,0.5,1
EMP04200,49,male,Operations,15,Remote,4,Yes,2,4.0,Management is very supportive.,8,1,5,33,0.65,1
EMP04201,39,Male,IT,1,Remote,3,Yes,4,7.0,Standard corporate environment.,5,3,3,29,0.0,1
EMP04202,55,Female,Finance,21,New York,2,No,5,5.0,Average experience.,8,3,4,37,-0.15,0
EMP04203,43,Male,Marketing,17,Remote,3,No,2,4.0,Excellent benefits.,5,3,5,33,1.0,1
EMP04204,32,Male,Sales,20,New York,4,No,4,2.0,Great work-life balance.,6,3,5,35,0.8,1
EMP04205,34,M,HR,13,New York,3,No,6,2.0,Great work-life balance.,4,2,5,28,0.8,1
EMP04206,25,Female,Marketing,12,Berlin,4,No,0,8.0,Terrible work-life balance.,9,3,2,35,-1.0,1
EMP04207,43,Female,Marketing,24,New York,3,No,5,4.0,Great work-life balance.,7,3,3,33,0.8,1
EMP04208,28,Female,Marketing,22,Remote,5,No,3,9.0,Management expects too much.,10,5,3,45,0.2,0
EMP04209,64,Male,IT,15,Tokyo,3,Yes,2,8.0,Work is okay.,7,2,2,28,0.5,1
EMP04210,45,Female,Sales,24,Berlin,2,No,3,6.0,It pays the bills.,9,2,4,36,0.0,1
EMP04211,25,Male,Sales,5,Remote,3,Yes,4,5.0,Nothing special to report.,10,2,3,36,0.35714285714285715,1
EMP04212,49,M,Operations,7,Remote,3,No,0,7.0,It pays the bills.,8,4,3,38,0.0,0
EMP04213,36,Male,IT,8,Berlin,4,No,3,9.0,Terrible work-life balance.,5,3,3,29,-1.0,1
EMP04214,22,Female,Marketing,23,Berlin,3,No,2,9.0,I am exhausted every day.,6,3,5,35,-0.4,1
EMP04215,24,Male,Finance,14,Remote,1,No,0,6.0,It pays the bills.,5,3,3,29,0.0,1
EMP04216,35,Female,IT,4,Tokyo,4,No,1,8.0,Terrible work-life balance.,3,1,3,19,-1.0,1
EMP04217,59,male,IT,21,London,5,No,3,9.0,Terrible work-life balance.,5,1,3,23,-1.0,1
EMP04218,22,Female,Sales,14,Remote,5,No,4,4.0,I feel energized at work.,9,1,5,35,0.0,1
EMP04219,59,Female,Operations,10,Berlin,3,No,1,8.0,I am exhausted every day.,7,4,4,38,-0.4,0
EMP04220,59,female,Operations,22,New York,1,No,7,5.0,Standard corporate environment.,4,3,3,27,0.0,1
EMP04221,42,Female,IT,16,New York,2,No,3,10.0,Management expects too much.,3,2,2,20,0.2,1
EMP04222,50,Male,IT,11,Berlin,4,Yes,4,8.0,Terrible work-life balance.,4,2,2,22,-1.0,1
EMP04223,26,Male,HR,22,Berlin,4,No,5,8.0,I am exhausted every day.,5,5,3,35,-0.4,1
EMP04224,31,Female,Marketing,14,London,5,No,5,6.0,Average experience.,9,1,3,31,-0.15,1
EMP04225,49,Female,Sales,14,Berlin,3,No,6,5.0,Nothing special to report.,9,4,5,44,0.35714285714285715,0
EMP04226,42,Male,Marketing,2,New York,4,No,3,2.0,Great work-life balance.,6,5,4,39,0.8,0
EMP04227,28,Male,Finance,22,Tokyo,4,No,11,1.0,Management is very supportive.,8,4,3,38,0.65,1
EMP04228,24,Other,Finance,13,Berlin,3,Yes,3,7.0,It pays the bills.,6,2,4,30,0.0,1
EMP04229,41,Male,Operations,3,London,4,Yes,1,7.0,Standard corporate environment.,4,3,2,25,0.0,1
EMP04230,40,Female,Sales,18,Tokyo,2,No,2,2.0,Great work-life balance.,10,2,2,34,0.8,1
EMP04231,56,Male,Marketing,22,London,4,No,3,3.0,Management is very supportive.,10,2,5,40,0.65,0
EMP04232,25,M,Operations,4,Tokyo,5,No,4,8.0,Terrible work-life balance.,4,1,4,23,-1.0,1
EMP04233,26,Male,Finance,21,Berlin,2,Yes,6,4.0,Love the culture here.,6,2,5,32,0.5,1
EMP04234,22,Female,IT,21,New York,4,No,5,10.0,Extremely stressed and burnt out.,7,4,2,34,-0.125,1
EMP04235,25,Male,Sales,19,Tokyo,3,No,4,7.0,Average experience.,4,3,3,27,-0.15,1
EMP04236,33,Female,Sales,16,Remote,4,No,4,8.0,Terrible work-life balance.,9,1,3,31,-1.0,1
EMP04237,48,M,Marketing,4,London,4,Yes,3,1.0,Love the culture here.,9,5,2,41,0.5,0
EMP04238,63,Male,HR,19,Tokyo,5,No,7,7.0,Standard corporate environment.,8,2,5,36,0.0,1
EMP04239,44,Female,Marketing,23,London,4,Yes,5,3.0,Excellent benefits.,9,1,3,31,1.0,1
EMP04240,46,Female,IT,15,New York,3,Yes,2,10.0,Management expects too much.,2,1,1,13,0.2,1
EMP04241,42,Male,IT,1,London,1,No,6,9.0,Management expects too much.,2,1,1,13,0.2,1
EMP04242,45,M,Operations,16,London,4,Yes,2,1.0,Management is very supportive.,5,4,2,30,0.65,1
EMP04243,46,Male,Sales,15,Remote,3,No,4,3.0,Excellent benefits.,5,5,4,37,1.0,0
EMP04244,53,Female,Operations,16,London,4,No,0,5.0,Standard corporate environment.,5,1,2,21,0.0,1
EMP04245,53,Male,IT,22,Tokyo,2,No,2,6.0,Work is okay.,5,4,1,28,0.5,1
EMP04246,26,Male,HR,20,London,4,No,1,2.0,Love the culture here.,4,5,4,35,0.5,1
EMP04247,57,Male,Sales,1,Berlin,3,No,5,3.0,Management is very supportive.,9,3,5,41,0.65,0
EMP04248,63,Female,IT,17,London,5,No,7,10.0,Management expects too much.,2,4,2,24,0.2,1
EMP04249,63,Female,HR,5,Berlin,4,No,1,8.0,I need a long break.,5,1,4,25,-0.05,1
EMP04250,60,Female,Marketing,5,London,2,Yes,6,5.0,Nothing special to report.,8,2,3,32,0.35714285714285715,1
EMP04251,37,Male,Finance,7,London,3,No,6,5.0,Work is okay.,6,4,2,32,0.5,1
EMP04252,54,Male,IT,13,Tokyo,5,No,1,10.0,Extremely stressed and burnt out.,2,3,1,19,-0.125,1
EMP04253,42,Female,Finance,12,Berlin,4,Yes,3,3.0,Love the culture here.,5,5,2,33,0.5,1
EMP04254,30,M,Operations,4,Berlin,3,No,3,9.0,I am exhausted every day.,9,3,4,39,-0.4,0
EMP04255,27,Male,Finance,4,Remote,5,No,5,9.0,Management expects too much.,4,5,5,37,0.2,0
EMP04256,56,Female,IT,23,London,3,Yes,7,9.0,Terrible work-life balance.,3,4,2,26,-1.0,1
EMP04257,60,Male,Finance,21,London,3,Yes,4,2.0,Management is very supportive.,4,5,4,35,0.65,1
